"","temperature","dewpoint_temperature","soil_temperature_level_1"
"2284",296.624420166016,273.462554931641,299.784637451172
"2285",295.22021484375,268.091125488281,298.020355224609
"2286",294.917083740234,271.702331542969,298.068878173828
"2287",294.780181884766,274.506591796875,298.506683349609
"2288",293.136322021484,275.529388427734,297.477874755859
"2289",292.813598632812,276.606964111328,297.218811035156
"2290",290.751342773438,278.458343505859,295.106719970703
"2291",287.313110351562,275.042572021484,291.687896728516
"2292",288.979278564453,277.433471679688,292.460540771484
"2293",288.093902587891,281.397308349609,292.605133056641
"2294",291.352020263672,281.437652587891,293.456024169922
"2295",292.537078857422,281.220306396484,295.630920410156
"2296",294.221221923828,271.872436523438,296.499206542969
"2297",292.873321533203,256.094268798828,296.035186767578
"2298",296.355529785156,262.560455322266,298.608184814453
"2299",296.413543701172,271.195526123047,299.320281982422
"2300",293.560089111328,276.168273925781,298.760375976562
"2301",295.028167724609,277.240753173828,299.48779296875
"2302",296.380828857422,275.300018310547,300.603118896484
"2303",296.023651123047,278.035675048828,300.824310302734
"2304",298.515472412109,275.207489013672,300.777770996094
"2305",301.791839599609,269.8896484375,302.866180419922
"2306",303.417327880859,271.865051269531,305.049194335938
"2307",302.834930419922,270.120574951172,304.888336181641
"2308",304.977142333984,272.527130126953,306.45849609375
"2309",304.815002441406,273.625823974609,307.868377685547
"2310",303.460815429688,273.446685791016,306.952270507812
"2311",304.986114501953,274.549560546875,308.118438720703
"2312",305.277801513672,270.751373291016,308.232116699219
"2313",304.077697753906,273.251617431641,307.402069091797
"2314",303.472930908203,273.113983154297,307.898742675781
"2315",302.390411376953,275.454559326172,307.145629882812
"2316",302.176605224609,269.736541748047,306.531921386719
"2317",302.956390380859,268.537353515625,306.464935302734
"2318",306.091217041016,264.224029541016,307.268676757812
"2319",305.782135009766,267.597259521484,308.345428466797
"2320",305.600250244141,269.813385009766,309.0234375
"2321",305.665771484375,277.499176025391,309.207305908203
"2322",306.162994384766,277.984161376953,309.756072998047
"2323",304.313446044922,275.980865478516,308.146087646484
"2324",301.672393798828,271.359008789062,306.486663818359
"2325",298.066009521484,280.380310058594,304.860595703125
"2326",299.488891601562,277.790130615234,305.704864501953
"2327",300.944946289062,277.216339111328,306.667816162109
"2328",302.885833740234,276.605621337891,307.437896728516
"2329",303.452941894531,277.380462646484,307.520141601562
"2330",303.040252685547,277.153045654297,307.215911865234
"2331",299.167144775391,276.282196044922,305.579010009766
"2332",295.753112792969,271.654754638672,302.395843505859
"2333",299.081390380859,268.077575683594,303.677642822266
"2334",300.984283447266,269.668334960938,304.673736572266
"2335",301.555450439453,273.597503662109,306.633392333984
"2336",301.469055175781,270.186798095703,305.431976318359
"2337",302.344146728516,268.760009765625,304.973785400391
"2338",304.826995849609,269.877716064453,307.231231689453
"2339",306.976348876953,272.075531005859,309.820831298828
"2340",308.340911865234,275.352905273438,311.476104736328
"2341",308.657440185547,277.113983154297,311.972808837891
"2342",308.368255615234,277.051910400391,312.546234130859
"2343",305.258819580078,275.268463134766,310.3193359375
"2344",306.098602294922,275.869659423828,310.681060791016
"2345",306.678161621094,276.300903320312,311.501953125
